"Naranja", 10.90, 910
"Cereza", 1025.18, 224
"Higo", 2490.63, 92
"Pomelo", 45.02, 900
"Caqui", 786.59, 85
"Batata", 22.67, 1090
"Pera", 150.63, 890
"Durazno", 280.33, 936
"Coliflor", 21.43, 545
"Kiwi", 405.67, 368
"Mandarina", 24.06, 830
"Alcachofa", 150.50, 333
"Acelga", 19.31, 1053
"Papa", 19.09, 1070
"Cereza", 1003.96, 240
"Palta", 473.00, 505
"Cereza", 1086.74, 172
"Lima", 1041.38, 208
"Palta", 1182.53, 376
"Manzana", 130.21, 940
"Banana", 63.84, 1090
"Sandia", 64.06, 954
"Frambuesa", 2067.21, 117
"Durazno", 281.91, 736
"Lima", 1247.96, 214
"Caqui", 828.10, 103
"Pera", 150.57, 900
"Banana", 68.81, 1060
"Cebolla", 62.69, 712
"Ajo", 897.47, 88
"Naranja", 23.42, 860
"Lima", 1031.36, 230
"Kiwi", 420.52, 468
"Ciruela", 1016.35, 891
"Kiwi", 436.40, 460
"Frutilla", 311.96, 273
"Esparrago", 655.23, 222
"Zanahoria", 40.48, 492
"Zuccini", 82.01, 534
"Durazno", 159.29, 832
"TomCherry", 545.40, 204
"Pepino", 35.04, 575
"Rabanito", 247.65, 258
"Manzana", 142.31, 1120
"Tomate", 750.87, 981
"Tomate", 783.29, 1053
"Mandarina", 28.44, 1020
"Naranja", 12.79, 990
"Sandia", 58.55, 729
"Mandarina", 20.51, 930
"Uva", 756.12, 291
"Durazno", 293.17, 656
"Coliflor", 31.38, 455
"Morron", 2892.22, 678
"Sandia", 49.46, 936
"Berenjena", 55.18, 540
"Ciruela", 953.26, 846
"Naranja", 12.62, 1100
"Choclo", 61.68, 336
"Caqui", 816.27, 85
"Pepino", 41.48, 430
"Champignon", 3584.75, 103
"Naranja", 11.61, 1140
"Lima", 1353.98, 234
"Repollo", 3.95, 819
"Higo", 2585.87, 82
"Caqui", 829.60, 85
"Limon", 334.01, 784
"Pepino", 34.98, 410
"Melon", 94.66, 456
"Champignon", 3667.81, 89
"Berenjena", 58.03, 636
"Mandarina", 21.95, 820
"Ciruela", 995.11, 774
"Mandarina", 20.39, 1110
"Alcachofa", 134.95, 324
"Morron", 2901.79, 540
"Coliflor", 34.71, 420
"Naranja", 11.98, 1040
"Zanahoria", 50.52, 558
"Uva", 684.20, 267
"Limon", 331.82, 630
"Durazno", 151.52, 880
"Zanahoria", 28.49, 624
"Pepino", 40.78, 585
"Brocoli", 366.34, 344
"Cereza", 1026.63, 206
"Apio", 48.33, 333
"Morron", 2938.27, 714
"Berenjena", 46.89, 696
"Banana", 62.18, 1130
"Frambuesa", 2066.01, 105
"Acelga", 24.03, 1080
"TomCherry", 580.83, 190
"Calabaza", 30.08, 928
"Pomelo", 44.07, 864
"Durazno", 147.85, 712
"Mandarina", 14.94, 980
"Berenjena", 39.66, 516
"Limon", 295.74, 616
"Mandarina", 26.55, 890
"Pepino", 34.76, 425
"Ajo", 938.81, 111
"Manzana", 131.56, 1100
"Repollo", 6.91, 658
"Brocoli", 382.18, 384
"Lima", 1295.92, 240
"Manzana", 118.18, 1030
"Brocoli", 382.01, 400
"Pepino", 33.47, 420
"Pepino", 31.65, 545
"Lima", 1369.60, 170
"Berenjena", 52.59, 522
"Zuccini", 86.83, 558
"Calabaza", 25.12, 864
"Champignon", 3551.22, 103
"Papa", 21.58, 920
"Limon", 337.11, 798
"Apio", 64.38, 321
"Pomelo", 41.64, 747
"Durazno", 152.68, 864
"Papa", 11.17, 800
"Rabanito", 228.65, 336
"Apio", 51.28, 249
"Uva", 713.15, 300
"Cebolla", 54.48, 752
"Cebolla", 56.63, 824
"Zuccini", 90.72, 690
"Mandarina", 21.96, 960
"Lechuga", 48.66, 990
"Lima", 1077.50, 166
"Lima", 1409.89, 194
"Caqui", 843.48, 106
"Mandarina", 25.20, 990
"Lima", 1223.07, 212
"Durazno", 153.36, 928
"Mandarina", 25.17, 840
"Mandarina", 26.29, 870
"Durazno", 161.98, 944
"Manzana", 151.76, 1150
"Palta", 474.28, 555
"Palta", 1189.81, 448
"Tomate", 760.15, 900
"Lima", 1235.15, 166
"Choclo", 53.13, 255
"Morron", 2961.54, 552
"Pomelo", 39.91, 1080
"Banana", 54.10, 1120
"Kiwi", 456.04, 396
"Pepino", 40.49, 600
"Choclo", 55.30, 279
"Banana", 62.24, 1100
"Frambuesa", 2066.04, 120
"Repollo", 6.54, 819
"Lima", 1247.65, 182
"Higo", 2479.31, 92
"Manzana", 133.99, 1010
"Naranja", 21.22, 880
"Higo", 2477.41, 112
"Durazno", 292.94, 856
"Uva", 705.32, 330
"Coliflor", 26.39, 535
"Mandarina", 22.92, 1060
"Durazno", 151.31, 768
"Ajo", 956.06, 95
"Alcachofa", 141.75, 252
"Coliflor", 19.55, 535
"Banana", 72.01, 930
"Durazno", 256.37, 848
"Limon", 318.75, 791
"Repollo", 4.18, 623
"Tomate", 766.74, 810
"Mandarina", 30.78, 980
"Calabaza", 14.05, 720
"Mandarina", 22.12, 900
"Lima", 1219.13, 238
"Palta", 536.90, 475
"Cebolla", 66.16, 752
"Alcachofa", 134.71, 324
"Cebolla", 66.59, 952
"Coliflor", 37.25, 565
"Naranja", 18.59, 1040
"Lima", 1213.34, 200
"Limon", 329.72, 707
"Calabaza", 16.61, 872
"Batata", 23.87, 1180
"Kinoto", 28.12, 238
"Pepino", 40.92, 535
"Lechuga", 41.35, 1017
"Ajo", 907.08, 111
"Repollo", 3.76, 672
"Naranja", 6.33, 1100
"Tomate", 767.63, 729
"Tomate", 737.68, 981
"Naranja", 9.26, 860
"Caqui", 855.12, 103
"Durazno", 149.06, 832
"Kinoto", 31.64, 160
"Batata", 17.87, 1030
"Manzana", 160.36, 920
"Frambuesa", 2090.63, 111
"Repollo", 8.33, 742
"Manzana", 135.47, 830
"Banana", 54.51, 1120
"Calabaza", 13.23, 872
"Kinoto", 39.00, 234
"Lima", 1266.46, 168
"Rabanito", 211.09, 300
"Palta", 1132.90, 396
"Palta", 1129.65, 448
"Pera", 149.11, 810
"Naranja", 9.12, 1100
"Calabaza", 25.02, 888
"Naranja", 12.03, 1070
"Zuccini", 77.42, 660
"Batata", 20.29, 980
"Manzana", 131.86, 900
"Frambuesa", 2017.80, 115
"Lima", 1008.62, 220
"Calabaza", 26.12, 656
"Brocoli", 306.95, 360
"Frutilla", 277.49, 348
"Acelga", 22.68, 882
"Sandia", 61.83, 936
"Pomelo", 36.37, 783
"Alcachofa", 134.08, 261
"Ciruela", 982.44, 918
"Zuccini", 96.80, 540
"Tomate", 725.88, 819
"Melon", 106.74, 412
"Mandarina", 21.79, 1020
"Coliflor", 36.89, 460
"Pera", 154.70, 830
"Caqui", 825.56, 89
"Ciruela", 907.79, 1080
"Lechuga", 45.87, 1017
"Lechuga", 32.34, 1026
"Caqui", 811.32, 118
"Lima", 1400.96, 230
"Naranja", 12.19, 970
"Zuccini", 85.32, 480
"Mandarina", 22.05, 830
"Melon", 104.72, 364
"Zanahoria", 31.73, 684
"Lima", 1278.72, 214
"Apio", 54.95, 306
"Zuccini", 94.09, 624
"Sandia", 62.41, 891
"Uva", 699.55, 240
"Zanahoria", 31.58, 714
"Mandarina", 25.62, 860
"Batata", 18.15, 890
"Cereza", 1032.12, 210
"Durazno", 149.01, 680
"Ajo", 845.12, 100
"Calabaza", 20.88, 760
"Esparrago", 626.41, 234
"Melon", 94.06, 448
"Berenjena", 57.79, 660
"Frambuesa", 2104.22, 119
"Lima", 1184.91, 192
"Papa", 13.31, 860
"Uva", 716.35, 261
"Limon", 350.90, 609
"Sandia", 62.15, 990
"Rabanito", 201.56, 270
"Choclo", 60.62, 243
"Sandia", 56.39, 1017
"Durazno", 268.35, 704
"Papa", 21.55, 1150
"Esparrago", 623.46, 212
"Calabaza", 20.84, 816
"Repollo", 0.99, 665
"Esparrago", 664.37, 192
"Sandia", 68.58, 891
"Durazno", 153.48, 640
"Acelga", 26.73, 936
"Mandarina", 14.09, 1100
"Pepino", 26.69, 475
"Frambuesa", 2051.54, 95
"Frambuesa", 2051.14, 102
"Caqui", 834.20, 91
"Tomate", 755.96, 837
"Tomate", 732.35, 765
"Zuccini", 95.10, 576
"Champignon", 3652.95, 116
"Cereza", 952.68, 188
"Pomelo", 46.25, 1071
"Ciruela", 969.69, 918
"Frutilla", 260.87, 267
"Kiwi", 442.97, 336
"Cebolla", 62.81, 952
"Kinoto", 28.08, 194
"Lima", 1001.04, 190
"Banana", 60.78, 1070
"Zuccini", 76.43, 570
"Durazno", 290.80, 832
"Cebolla", 65.97, 840
"Banana", 57.19, 1060
"Choclo", 62.77, 318
"Durazno", 167.46, 680
"Lima", 978.03, 238
"Zuccini", 90.07, 504
"Alcachofa", 162.59, 297
"Lima", 1254.10, 228
"Cebolla", 81.70, 672
"Zanahoria", 30.81, 504
"Mandarina", 12.98, 1010
"Palta", 1135.21, 344
"Higo", 2493.31, 96
"Cebolla", 68.97, 792
"Berenjena", 54.71, 534
"Ajo", 907.20, 90
"Cebolla", 73.09, 944
"Esparrago", 627.66, 196
"Durazno", 150.67, 680
"Pera", 140.09, 1040
"Naranja", 11.83, 1190
"Lima", 1385.52, 196
"Higo", 2540.46, 96
"Apio", 63.10, 357
"Champignon", 3612.40, 106
"Apio", 64.97, 240
"Berenjena", 54.19, 534
"Kiwi", 419.69, 444
"Kinoto", 28.54, 170
"Zanahoria", 37.52, 708
"Morron", 3020.93, 684
"Papa", 18.11, 1190
"Naranja", 23.22, 920
"Cebolla", 66.59, 696
"Calabaza", 24.87, 936
"Caqui", 812.32, 113
"Ciruela", 990.34, 720
"Kinoto", 38.42, 212
"Lechuga", 43.20, 738
"Pera", 150.28, 1070
"Cereza", 1034.13, 174
"Brocoli", 360.13, 464
"Banana", 79.07, 850
"Lechuga", 43.34, 918
"Champignon", 3604.97, 86
"Lechuga", 47.44, 810
"Zuccini", 71.81, 480
"Higo", 2547.87, 94
"Palta", 1145.66, 392
"TomCherry", 550.89, 220
"Pera", 154.89, 1020
"Melon", 84.63, 452
"Morron", 2894.20, 642
"Lima", 1378.47, 178
"Lima", 1332.77, 234
"Caqui", 813.14, 98
"Frutilla", 302.36, 327
"Palta", 486.78, 485
"Durazno", 255.16, 752
"Frambuesa", 2021.77, 115
"Durazno", 191.97, 920
"Brocoli", 359.74, 368
"Lima", 1289.57, 208
"Morron", 3017.20, 528
"Lima", 1064.50, 186
"Berenjena", 53.66, 582
"Choclo", 52.27, 300
"Tomate", 715.78, 864
"Uva", 670.97, 342
"Sandia", 66.12, 945
"Pera", 144.84, 1140
"Lima", 1016.56, 216
"Calabaza", 25.88, 864
"Repollo", 3.03, 609
"Rabanito", 212.39, 261
"Palta", 1134.11, 420
"Berenjena", 56.22, 690
"Durazno", 131.83, 792
"Repollo", 4.61, 819
"Lima", 1005.47, 204
"Cebolla", 68.56, 792
"Champignon", 3713.42, 93
"Calabaza", 17.73, 840
"Pepino", 36.66, 575
"Ciruela", 930.89, 981
"Naranja", 15.57, 1070
"Rabanito", 236.92, 291
"Ciruela", 945.84, 918
"Lima", 999.27, 162
"Palta", 491.30, 535
"Cereza", 1004.60, 212
"Caqui", 828.40, 119
"Esparrago", 656.58, 232
"Mandarina", 33.18, 1000
"Rabanito", 210.02, 312
"Tomate", 726.89, 900
"Pepino", 40.88, 580
"Lechuga", 44.39, 945
"Zanahoria", 36.40, 600
"Apio", 66.76, 321
"Zanahoria", 28.11, 546
"Naranja", 8.35, 1160
"Calabaza", 15.32, 848
"Durazno", 263.71, 776
"Frutilla", 300.73, 276
"Palta", 496.22, 585
"Caqui", 841.93, 87
"Limon", 301.84, 581
"Papa", 20.04, 1110
"Kiwi", 396.82, 440
"Caqui", 838.03, 91
"Morron", 2914.88, 498
"Zanahoria", 27.80, 486
"Lima", 989.71, 186
"Rabanito", 253.74, 351
"Repollo", 9.30, 637
"Lima", 1079.86, 162
"Zanahoria", 33.49, 612
"Naranja", 20.56, 1090
"Champignon", 3587.35, 94
"Champignon", 3573.88, 84
"Zuccini", 75.64, 492
"Champignon", 3685.09, 83
"Berenjena", 54.15, 510
"Uva", 711.47, 279
"Rabanito", 213.78, 243
"Kiwi", 387.60, 372
"Palta", 1074.50, 408
"Frambuesa", 1982.43, 85
"Zuccini", 78.43, 498
"Morron", 2921.47, 546
"Pepino", 30.94, 515
"Acelga", 15.94, 990
"Tomate", 730.62, 846
"Frutilla", 277.56, 327
"Pepino", 44.53, 450
"Frutilla", 291.90, 243
"Ajo", 869.70, 101
"Kiwi", 488.92, 368
"Durazno", 256.91, 904
"Morron", 2875.23, 708
"Tomate", 705.50, 1071
"Tomate", 777.25, 981
"Champignon", 3589.49, 91
"Cebolla", 75.07, 656
"Ajo", 938.00, 106
"Cereza", 958.96, 230
"Banana", 58.67, 850
"Uva", 725.63, 339
"Champignon", 3540.62, 120
"Durazno", 162.25, 656
"Acelga", 12.13, 999
"Morron", 2910.20, 588
"Coliflor", 25.21, 520
"Brocoli", 388.22, 352
"Mandarina", 19.09, 1090
"Berenjena", 48.91, 678
"Batata", 15.69, 1040
"Palta", 515.81, 405
"Papa", 16.78, 1140
"Papa", 13.06, 890
"Limon", 318.13, 714
"Ajo", 838.78, 90
"Coliflor", 32.39, 405
"Ciruela", 939.09, 837
"Pomelo", 56.50, 891
"Mandarina", 24.55, 1130
"Uva", 709.37, 294
"Naranja", 12.86, 1170
"Frutilla", 293.65, 312
"Frambuesa", 2086.29, 114
"Frutilla", 268.94, 324
"Manzana", 126.46, 1170
"Banana", 73.93, 1090
"Lima", 1019.73, 204
"Morron", 2979.12, 714
"Lima", 1367.16, 182
"Cereza", 1014.29, 208
"Morron", 2935.32, 594
"Morron", 2930.12, 528
"Pomelo", 46.00, 828
"Zanahoria", 27.58, 666
"Papa", 11.04, 880
"Caqui", 801.20, 86
"Sandia", 53.66, 990
"Durazno", 177.93, 768
"Zanahoria", 30.07, 666
"Banana", 68.98, 920
"Ajo", 981.60, 101
"Ajo", 862.56, 108
"Alcachofa", 136.39, 243
"Higo", 2604.11, 117
"Durazno", 150.32, 792
"Melon", 110.86, 420
"Lima", 1387.94, 224
"Cebolla", 64.09, 912
"Kiwi", 431.80, 348
"Manzana", 146.56, 1100
"Ciruela", 988.80, 909
"Durazno", 140.69, 760
"Apio", 50.99, 360
"Palta", 1109.22, 400
"Higo", 2521.97, 84
"TomCherry", 530.43, 212
"Durazno", 155.50, 696
"Morron", 2927.38, 708
"Kinoto", 39.76, 230
"Pera", 179.43, 810
"Coliflor", 22.33, 535
"Alcachofa", 133.20, 288
"Calabaza", 21.30, 824
"Durazno", 181.42, 704
"Pera", 136.37, 1180
"Lima", 1449.11, 208
"Frambuesa", 2075.37, 88
"Durazno", 132.33, 696
"Naranja", 11.33, 1170
"Kinoto", 32.72, 212
"Mandarina", 13.94, 860
"Acelga", 19.06, 927
"Cebolla", 65.35, 792
"Brocoli", 332.76, 376
"Repollo", 8.69, 707
"Ajo", 927.41, 112
"Caqui", 799.64, 88
"Batata", 33.97, 1050
"Alcachofa", 155.18, 240
"Mandarina", 19.56, 1130
"Repollo", 5.50, 763
"Mandarina", 15.93, 950
"Coliflor", 28.44, 485
"Caqui", 778.70, 81
"Uva", 691.84, 330
"Pomelo", 42.68, 837
"Durazno", 160.66, 680
"Ciruela", 1014.36, 954
"Melon", 100.79, 416
"Frutilla", 266.94, 249
"Zanahoria", 39.68, 660
"Brocoli", 350.71, 328
"Lima", 1225.63, 178
"Apio", 58.22, 279
"Coliflor", 22.99, 425
"Kiwi", 457.17, 476
"Frutilla", 292.69, 264
"Repollo", 5.67, 567
"Kinoto", 22.75, 162
"Champignon", 3645.67, 105
"Lima", 1311.44, 196
"Acelga", 17.97, 981
"Pepino", 38.62, 500
"Ajo", 929.43, 84
"Mandarina", 12.18, 1000
"TomCherry", 559.13, 218
"Pera", 139.85, 1050
"Lima", 1390.93, 218
"Manzana", 137.73, 860
"Zanahoria", 36.84, 684
"Durazno", 157.89, 912
"Rabanito", 258.12, 294
"Repollo", 6.65, 686
"Calabaza", 20.62, 744
"Calabaza", 25.84, 648
"Lima", 1096.60, 238
"Kinoto", 35.50, 206
"Durazno", 140.85, 888
"Uva", 741.72, 249
"Uva", 700.15, 336
"Banana", 74.95, 920
"Esparrago", 632.64, 202
"Mandarina", 18.82, 1080
"Kiwi", 425.95, 328
"Durazno", 171.50, 904
"Durazno", 147.64, 728
"Alcachofa", 138.94, 258
"Zanahoria", 34.65, 582
"Cereza", 988.12, 184
"Acelga", 22.59, 954
"Uva", 683.93, 339
"Frutilla", 291.11, 345
"Calabaza", 25.58, 856
"Sandia", 78.52, 747
"Alcachofa", 153.47, 357
"Pera", 164.65, 1140
"Lima", 996.80, 236
"Kiwi", 419.88, 464
"Naranja", 14.26, 1030
"Tomate", 675.22, 1080
"Kiwi", 411.01, 436
"Palta", 1115.40, 332
"Banana", 51.87, 1060
"Lima", 1276.98, 174
"Frambuesa", 2008.31, 87
"Caqui", 846.23, 101
"Mandarina", 22.36, 1010
"Sandia", 69.54, 864
"Mandarina", 27.86, 980
"Mandarina", 20.81, 1200
"Coliflor", 37.43, 540
"Tomate", 727.08, 756
"Ciruela", 954.52, 882
"Manzana", 120.17, 1060
"Repollo", 2.10, 840
"Durazno", 132.82, 872
"Morron", 3092.47, 594
"Kiwi", 424.90, 356
"Uva", 704.10, 351
"Mandarina", 17.77, 990
"Acelga", 33.91, 1071
"Naranja", 11.01, 1010
"Palta", 1178.02, 368
"Palta", 500.10, 415
"Esparrago", 642.79, 206
"Cebolla", 55.62, 960
"Tomate", 768.24, 801
"Palta", 1104.06, 392
"Palta", 1090.35, 344
"Palta", 476.29, 465
"Morron", 2963.82, 504
"Durazno", 288.02, 928
"Durazno", 262.16, 808
"Zuccini", 87.52, 600
"Pomelo", 31.73, 972
"Uva", 720.00, 339
"Tomate", 705.71, 1071
"Frambuesa", 2031.66, 104
"Lima", 1175.65, 228
"Morron", 2842.68, 540
"Esparrago", 601.49, 238
"Batata", 25.74, 1040
"Lechuga", 34.50, 927
"Melon", 100.82, 388
"Pepino", 31.84, 435
"Repollo", 2.57, 665
"Pera", 148.98, 830
"Lechuga", 41.00, 900
"Repollo", 4.66, 763
"Papa", 12.20, 1000
"Tomate", 763.40, 1035
"Cebolla", 73.85, 960
"Rabanito", 209.10, 285
"Palta", 1094.61, 328
"Kiwi", 431.67, 432
"Choclo", 65.64, 336
"Lima", 1251.95, 196
"Durazno", 279.15, 656
"Palta", 485.20, 570
"Apio", 58.56, 258
"Pomelo", 44.25, 810
"Morron", 3027.97, 714
"Frambuesa", 2110.97, 105
"Ajo", 928.41, 81
"Mandarina", 15.05, 910
"Durazno", 152.28, 960
"Alcachofa", 147.72, 309
"Champignon", 3665.54, 86
"Kinoto", 37.71, 164
"Caqui", 822.23, 96
"Rabanito", 236.58, 264
"Papa", 14.10, 1050
"Naranja", 15.45, 1030
"Zuccini", 71.48, 612
"Rabanito", 213.85, 315
"Sandia", 57.10, 1080
"Lima", 1234.61, 214
"Champignon", 3590.64, 100
"Alcachofa", 134.73, 267
"Zuccini", 85.75, 648
"Banana", 54.61, 1120
"Frambuesa", 2040.90, 108
"Coliflor", 29.12, 500
"Pomelo", 65.46, 756
"Durazno", 134.83, 696
"Durazno", 172.85, 952
"Sandia", 53.80, 738
"Morron", 2969.88, 642
"Frutilla", 296.05, 261
"Ajo", 917.75, 111
"Pera", 141.85, 1190
"Ciruela", 972.39, 747
"Pera", 156.60, 920
"Pomelo", 59.11, 864
"Choclo", 44.18, 267
"Mandarina", 14.50, 1130
"Uva", 748.81, 273
"Lima", 1365.08, 238
"Zanahoria", 29.69, 636
"Palta", 492.10, 510
"Pepino", 44.57, 530
"Ajo", 957.54, 99
"Kinoto", 37.43, 188
"Choclo", 50.15, 243
"Tomate", 729.00, 1044
"Ajo", 913.11, 87
"Melon", 115.59, 416
"Coliflor", 41.00, 515
"Pera", 108.77, 1070
"Cereza", 1060.72, 206
"TomCherry", 539.80, 186
"Cereza", 1019.27, 208
"Manzana", 136.16, 890
"Cereza", 1027.27, 238
"Manzana", 116.33, 890
"Lima", 1396.61, 192
"Palta", 1172.15, 380
"Lima", 1321.57, 180
"Berenjena", 64.58, 702
"Tomate", 754.90, 936
"Rabanito", 242.93, 267
"Pera", 162.70, 1010
"Caqui", 757.02, 103
"Pomelo", 48.01, 720
"Rabanito", 203.78, 258
"Esparrago", 631.24, 240
"Frutilla", 295.67, 306
"Kinoto", 29.02, 228
"Pera", 164.95, 1010
"Manzana", 150.20, 800
"Apio", 46.28, 273
"Lechuga", 43.87, 1044
"Coliflor", 35.12, 520
"Kiwi", 433.61, 400
"Naranja", 11.63, 1040
"Banana", 49.74, 1190
"Choclo", 53.44, 285
"Choclo", 56.52, 324
"Frambuesa", 2001.21, 106
"Alcachofa", 142.21, 303
"Kinoto", 39.81, 212
"Manzana", 144.70, 930
"Kiwi", 452.63, 360
"Palta", 1073.92, 456
"Naranja", 15.88, 1200
"Acelga", 21.86, 1071
"Berenjena", 47.38, 618
"Frutilla", 315.85, 351
"Lima", 1367.46, 172
"Rabanito", 237.89, 318
"Esparrago", 654.74, 204
"Champignon", 3617.58, 104
"Banana", 59.55, 820
"Choclo", 61.58, 276
"Durazno", 150.19, 752
"Manzana", 133.41, 960
"Durazno", 154.51, 832
"Choclo", 53.95, 321
"Repollo", 5.39, 693
"Banana", 82.58, 880
"Papa", 15.18, 1140
"Morron", 2981.74, 678
"Pepino", 37.27, 440
"Lima", 1018.39, 240
"Lechuga", 47.52, 1053
"Repollo", 8.80, 609
"Frambuesa", 2061.61, 97
"Esparrago", 625.47, 180
"Cebolla", 63.29, 944
"Calabaza", 21.37, 704
"Limon", 350.45, 833
"Kinoto", 26.25, 202
"Coliflor", 30.15, 520
"Choclo", 52.46, 240
"Cebolla", 68.41, 936
"Pomelo", 52.88, 783
"Lechuga", 52.47, 927
"Brocoli", 394.23, 408
"Cereza", 1022.75, 236
"Higo", 2543.96, 119
"Champignon", 3619.71, 112
"Brocoli", 362.89, 364
"Lima", 1263.32, 240
"Higo", 2485.81, 102
"Durazno", 273.75, 888
"Morron", 2866.29, 594
"Manzana", 119.05, 1100
"Calabaza", 17.65, 656
"Mandarina", 22.85, 940
"Pera", 152.35, 990
"Zuccini", 78.94, 636
"Sandia", 49.72, 1080
"Pepino", 38.72, 535
"Durazno", 247.95, 688
"Durazno", 181.54, 904
"Melon", 121.25, 336
"Cebolla", 68.45, 952
"Banana", 73.10, 1010
"Ajo", 927.95, 119
"Zuccini", 103.43, 696
"Apio", 62.38, 339
"TomCherry", 552.22, 172
"Sandia", 65.47, 1008
"Frambuesa", 2076.93, 96
"Berenjena", 61.68, 492
"Kiwi", 406.15, 440
"Lima", 1353.90, 196
"Lima", 1396.31, 226
"Durazno", 244.69, 744
"Palta", 498.39, 460
"Banana", 66.97, 1180
"Lima", 1258.52, 230
"Kiwi", 427.08, 468
"Uva", 706.86, 339
"Banana", 67.11, 1130
"Repollo", 5.29, 644
"Melon", 108.98, 400
"Ciruela", 939.13, 1008
"Lima", 1343.04, 240
"Repollo", 5.74, 840
"Ciruela", 970.32, 1035
"Lima", 1329.98, 206
"Sandia", 54.06, 1035
"Pepino", 43.53, 560
"Esparrago", 643.02, 222
"Lechuga", 30.54, 981
"Pera", 148.42, 840
"Frutilla", 275.76, 342
"Manzana", 141.94, 910
"Durazno", 269.42, 856
"Papa", 17.03, 910
"Pera", 165.47, 840
"Papa", 8.68, 1200
"TomCherry", 544.00, 212
"Durazno", 303.44, 680
"Morron", 2925.51, 696
"Zuccini", 83.39, 498
"Cereza", 987.70, 176
"Lima", 1035.11, 176
"Pepino", 35.37, 515
"Alcachofa", 141.12, 255
"Pepino", 46.95, 470
"Pepino", 47.25, 525
"Tomate", 683.44, 1080
"Durazno", 254.14, 744
"Cebolla", 75.26, 800
"Melon", 95.10, 468
"Kinoto", 41.81, 238
"Mandarina", 12.17, 820
"Sandia", 54.78, 882
"Lima", 1418.62, 164
"Higo", 2496.59, 87
"Pomelo", 34.05, 891
"Choclo", 51.61, 321
"Zuccini", 85.59, 654
"Durazno", 129.38, 944
"Lima", 1362.72, 172
"Palta", 1187.83, 468
"Pomelo", 44.02, 936
"Brocoli", 351.58, 420
"Champignon", 3654.15, 95
"Naranja", 17.30, 1110
"Champignon", 3651.02, 111
"Uva", 701.16, 339
"Palta", 500.27, 450
"Champignon", 3653.21, 117
"Rabanito", 217.99, 294
"Tomate", 718.10, 819
"Berenjena", 48.16, 552
"Apio", 38.33, 273
"Apio", 71.44, 318
"Durazno", 179.99, 856
"Melon", 110.00, 460
"Durazno", 289.40, 712
"Mandarina", 12.97, 960
"Manzana", 114.67, 1110
"Uva", 722.38, 360
"Morron", 2877.94, 498
"Uva", 659.29, 243
"Zanahoria", 40.71, 654
"Limon", 332.42, 679
"Brocoli", 334.34, 436
"Durazno", 170.75, 872
"Higo", 2450.10, 89
"Palta", 1190.27, 412
"Zuccini", 78.65, 588
"Manzana", 149.30, 1160
"Rabanito", 226.88, 348
"Morron", 2775.30, 660
"Durazno", 162.26, 888
"Limon", 331.53, 707
"Acelga", 21.11, 1008
"Melon", 102.05, 328
"Tomate", 708.82, 1053
"Berenjena", 60.95, 708
"Naranja", 15.75, 990
"Pomelo", 55.15, 747
"Repollo", 5.23, 833
"Caqui", 801.58, 99
"Tomate", 800.76, 729
"Berenjena", 58.71, 492
"Rabanito", 194.31, 279
"Batata", 26.63, 890
"Cebolla", 77.80, 952
"Palta", 1174.14, 392
"Berenjena", 57.98, 588
"Naranja", 10.29, 1060
"Lima", 1050.68, 160
"Melon", 114.33, 336
"Higo", 2584.37, 94
"Lima", 1204.94, 164
