,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:18:00,-2.1578947368421053,1.2105263157894737,-0.631578947368421,-1.0,-1.0526315789473684,0.5789473684210527,2.3157894736842106,2.526315789473684,-0.8421052631578947,0.9473684210526315,-1.3157894736842106,-0.21052631578947367
2020-09-23 14:19:00,-2.15,1.3,-0.6,-0.85,-1.1,0.5,2.2,2.45,-0.7,1.1,-1.4,-0.4
2020-09-23 14:20:00,-2.142857142857143,1.3333333333333333,-0.5714285714285714,-0.6666666666666666,-1.1428571428571428,0.38095238095238093,2.0952380952380953,2.4285714285714284,-0.6190476190476191,1.1904761904761905,-1.4285714285714286,-0.5238095238095238
2020-09-23 14:21:00,-2.090909090909091,1.4090909090909092,-0.5454545454545454,-0.5,-1.1818181818181819,0.2727272727272727,2.0454545454545454,2.409090909090909,-0.5909090909090909,1.3181818181818181,-1.4090909090909092,-0.6818181818181818
2020-09-23 14:22:00,-2.0,1.434782608695652,-0.5217391304347826,-0.391304347826087,-1.2173913043478262,0.21739130434782608,2.0434782608695654,2.4347826086956523,-0.5217391304347826,1.4782608695652173,-1.3478260869565217,-0.8260869565217391
2020-09-23 14:23:00,-1.9166666666666667,1.4166666666666667,-0.5,-0.2916666666666667,-1.25,0.125,2.0833333333333335,2.4166666666666665,-0.5,1.5833333333333333,-1.25,-1.0
2020-09-23 14:24:00,-1.8,1.4,-0.48,-0.2,-1.28,0.0,2.16,2.44,-0.48,1.72,-1.12,-1.16
2020-09-23 14:25:00,-1.6923076923076923,1.4230769230769231,-0.5,-0.11538461538461539,-1.3076923076923077,-0.15384615384615385,2.269230769230769,2.5,-0.46153846153846156,1.8461538461538463,-1.0,-1.3461538461538463
2020-09-23 14:26:00,-1.6296296296296295,1.4814814814814814,-0.5555555555555556,-0.037037037037037035,-1.2962962962962963,-0.2962962962962963,2.3333333333333335,2.5925925925925926,-0.4444444444444444,2.0,-0.8518518518518519,-1.5555555555555556
2020-09-23 14:27:00,-1.5714285714285714,1.5,-0.5714285714285714,0.03571428571428571,-1.3214285714285714,-0.42857142857142855,2.392857142857143,2.7142857142857144,-0.42857142857142855,2.142857142857143,-0.75,-1.7857142857142858
2020-09-23 14:28:00,-1.4827586206896552,1.4827586206896552,-0.6206896551724138,0.10344827586206896,-1.3793103448275863,-0.5862068965517241,2.413793103448276,2.8620689655172415,-0.3793103448275862,2.310344827586207,-0.6206896551724138,-1.9655172413793103
2020-09-23 14:29:00,-1.4333333333333333,1.5,-0.6666666666666666,0.16666666666666666,-1.4666666666666666,-0.7,2.4,3.0,-0.36666666666666664,2.5,-0.4666666666666667,-2.1666666666666665
2020-09-23 14:30:00,-1.3870967741935485,1.5161290322580645,-0.7419354838709677,0.25806451612903225,-1.5483870967741935,-0.7741935483870968,2.3870967741935485,3.096774193548387,-0.3548387096774194,2.7096774193548385,-0.2903225806451613,-2.3548387096774195
2020-09-23 14:31:00,-1.375,1.53125,-0.8125,0.34375,-1.625,-0.8125,2.34375,3.1875,-0.3125,2.875,-0.125,-2.5625
2020-09-23 14:32:00,-1.393939393939394,1.5757575757575757,-0.9090909090909091,0.42424242424242425,-1.6666666666666667,-0.8181818181818182,2.3333333333333335,3.272727272727273,-0.24242424242424243,3.0606060606060606,0.030303030303030304,-2.787878787878788
2020-09-23 14:33:00,-1.411764705882353,1.588235294117647,-1.0,0.5,-1.7352941176470589,-0.8529411764705882,2.3529411764705883,3.3823529411764706,-0.14705882352941177,3.2058823529411766,0.20588235294117646,-2.9705882352941178
2020-09-23 14:34:00,-1.4285714285714286,1.6285714285714286,-1.0571428571428572,0.5714285714285714,-1.7714285714285714,-0.8857142857142857,2.4,3.4857142857142858,-0.05714285714285714,3.342857142857143,0.37142857142857144,-3.1714285714285713
2020-09-23 14:35:00,-1.4166666666666667,1.6944444444444444,-1.1111111111111112,0.6666666666666666,-1.7777777777777777,-0.8888888888888888,2.4444444444444446,3.5555555555555554,0.0,3.5,0.5277777777777778,-3.388888888888889
2020-09-23 14:36:00,-1.3783783783783783,1.7837837837837838,-1.135135135135135,0.7297297297297297,-1.8108108108108107,-0.8918918918918919,2.4594594594594597,3.6486486486486487,0.08108108108108109,3.675675675675676,0.6756756756756757,-3.5675675675675675
2020-09-23 14:37:00,-1.3421052631578947,1.894736842105263,-1.1842105263157894,0.8157894736842105,-1.8157894736842106,-0.868421052631579,2.473684210526316,3.736842105263158,0.13157894736842105,3.8157894736842106,0.7894736842105263,-3.710526315789474
2020-09-23 14:38:00,-1.3333333333333333,2.0,-1.2307692307692308,0.8974358974358975,-1.8205128205128205,-0.8205128205128205,2.4871794871794872,3.8205128205128207,0.15384615384615385,3.923076923076923,0.8717948717948718,-3.871794871794872
2020-09-23 14:39:00,-1.3,2.075,-1.25,0.95,-1.85,-0.775,2.5,3.9,0.15,4.05,0.925,-4.05
2020-09-23 14:40:00,-1.2682926829268293,2.1463414634146343,-1.2926829268292683,1.0,-1.853658536585366,-0.7317073170731707,2.4878048780487805,4.0,0.14634146341463414,4.146341463414634,0.9512195121951219,-4.2439024390243905
2020-09-23 14:41:00,-1.2380952380952381,2.2142857142857144,-1.3095238095238095,1.0238095238095237,-1.880952380952381,-0.6904761904761905,2.5,4.119047619047619,0.16666666666666666,4.261904761904762,0.9523809523809523,-4.404761904761905
2020-09-23 14:42:00,-1.2093023255813953,2.302325581395349,-1.302325581395349,1.0232558139534884,-1.930232558139535,-0.6744186046511628,2.488372093023256,4.232558139534884,0.18604651162790697,4.395348837209302,0.9534883720930233,-4.5813953488372094
2020-09-23 14:43:00,-1.1818181818181819,2.409090909090909,-1.2727272727272727,1.0227272727272727,-1.9772727272727273,-0.6363636363636364,2.4545454545454546,4.340909090909091,0.18181818181818182,4.5,0.9318181818181818,-4.7727272727272725
2020-09-23 14:44:00,-1.1333333333333333,2.533333333333333,-1.2222222222222223,1.0,-2.0444444444444443,-0.5777777777777777,2.4444444444444446,4.4222222222222225,0.15555555555555556,4.5777777777777775,0.9333333333333333,-4.933333333333334
2020-09-23 14:45:00,-1.0666666666666667,2.7333333333333334,-1.1555555555555554,1.0,-2.1555555555555554,-0.5555555555555556,2.466666666666667,4.5777777777777775,0.15555555555555556,4.7555555555555555,0.9555555555555556,-5.222222222222222
2020-09-23 14:46:00,-1.0,2.9555555555555557,-1.0666666666666667,1.0444444444444445,-2.2222222222222223,-0.5555555555555556,2.466666666666667,4.711111111111111,0.17777777777777778,4.933333333333334,1.0,-5.488888888888889
2020-09-23 14:47:00,-0.9111111111111111,3.2222222222222223,-1.0,1.0888888888888888,-2.2888888888888888,-0.5555555555555556,2.422222222222222,4.822222222222222,0.2222222222222222,5.133333333333334,1.0222222222222221,-5.8
2020-09-23 14:48:00,-0.8,3.488888888888889,-0.9555555555555556,1.1555555555555554,-2.3555555555555556,-0.5777777777777777,2.3777777777777778,4.933333333333334,0.2222222222222222,5.288888888888889,1.0222222222222221,-6.088888888888889
2020-09-23 14:49:00,-0.7111111111111111,3.7333333333333334,-0.9333333333333333,1.2,-2.422222222222222,-0.6,2.311111111111111,5.022222222222222,0.2222222222222222,5.444444444444445,1.0222222222222221,-6.4
2020-09-23 14:50:00,-0.6444444444444445,3.9555555555555557,-0.9111111111111111,1.2444444444444445,-2.466666666666667,-0.5777777777777777,2.2444444444444445,5.111111111111111,0.2222222222222222,5.622222222222222,1.0,-6.666666666666667
2020-09-23 14:51:00,-0.5333333333333333,4.177777777777778,-0.8666666666666667,1.3111111111111111,-2.511111111111111,-0.5111111111111111,2.1555555555555554,5.2,0.26666666666666666,5.777777777777778,0.9777777777777777,-6.933333333333334
2020-09-23 14:52:00,-0.4,4.4222222222222225,-0.8,1.3777777777777778,-2.6,-0.4444444444444444,2.111111111111111,5.311111111111111,0.3333333333333333,5.933333333333334,1.0,-7.2
2020-09-23 14:53:00,-0.2222222222222222,4.622222222222222,-0.7111111111111111,1.4,-2.6666666666666665,-0.4,2.066666666666667,5.4,0.4444444444444444,6.088888888888889,1.0666666666666667,-7.466666666666667
2020-09-23 14:54:00,-0.044444444444444446,4.822222222222222,-0.6666666666666666,1.4222222222222223,-2.7333333333333334,-0.3333333333333333,2.0,5.511111111111111,0.5333333333333333,6.2444444444444445,1.1777777777777778,-7.733333333333333
2020-09-23 14:55:00,0.1111111111111111,4.977777777777778,-0.6222222222222222,1.4444444444444444,-2.8,-0.24444444444444444,1.9333333333333333,5.6,0.6666666666666666,6.4222222222222225,1.288888888888889,-8.0
2020-09-23 14:56:00,0.26666666666666666,5.155555555555556,-0.6,1.4444444444444444,-2.888888888888889,-0.13333333333333333,1.9111111111111112,5.688888888888889,0.8222222222222222,6.5777777777777775,1.4,-8.266666666666667
2020-09-23 14:57:00,0.4222222222222222,5.355555555555555,-0.5777777777777777,1.4444444444444444,-3.0,-0.044444444444444446,1.8888888888888888,5.7555555555555555,0.9333333333333333,6.7555555555555555,1.511111111111111,-8.533333333333333
2020-09-23 14:58:00,0.5555555555555556,5.555555555555555,-0.5777777777777777,1.4444444444444444,-3.1333333333333333,0.022222222222222223,1.8666666666666667,5.777777777777778,1.0222222222222221,6.911111111111111,1.6444444444444444,-8.822222222222223
2020-09-23 14:59:00,0.6888888888888889,5.733333333333333,-0.6222222222222222,1.4222222222222223,-3.2666666666666666,0.08888888888888889,1.8444444444444446,5.822222222222222,1.1111111111111112,7.088888888888889,1.8,-9.133333333333333
2020-09-23 15:00:00,0.8222222222222222,5.955555555555556,-0.6888888888888889,1.3555555555555556,-3.4,0.2,1.8222222222222222,5.844444444444444,1.1777777777777778,7.222222222222222,1.9333333333333333,-9.444444444444445
2020-09-23 15:01:00,0.9555555555555556,6.2,-0.7333333333333333,1.288888888888889,-3.511111111111111,0.28888888888888886,1.8,5.866666666666666,1.2444444444444445,7.311111111111111,2.066666666666667,-9.755555555555556
2020-09-23 15:02:00,1.1111111111111112,6.488888888888889,-0.7555555555555555,1.2222222222222223,-3.6222222222222222,0.35555555555555557,1.7777777777777777,5.933333333333334,1.288888888888889,7.4,2.2222222222222223,-10.044444444444444
2020-09-23 15:03:00,1.2666666666666666,6.733333333333333,-0.8222222222222222,1.1333333333333333,-3.7333333333333334,0.4444444444444444,1.7777777777777777,6.0,1.3333333333333333,7.444444444444445,2.4,-10.333333333333334
2020-09-23 15:04:00,1.4,6.955555555555556,-0.8444444444444444,1.0666666666666667,-3.8222222222222224,0.5333333333333333,1.8,6.111111111111111,1.3555555555555556,7.511111111111111,2.577777777777778,-10.622222222222222
2020-09-23 15:05:00,1.511111111111111,7.2,-0.8888888888888888,0.9555555555555556,-3.933333333333333,0.6666666666666666,1.8,6.222222222222222,1.4,7.622222222222222,2.7111111111111112,-10.955555555555556
2020-09-23 15:06:00,1.6,7.4222222222222225,-0.9111111111111111,0.8444444444444444,-4.066666666666666,0.7777777777777778,1.8,6.355555555555555,1.4666666666666666,7.711111111111111,2.8444444444444446,-11.28888888888889
2020-09-23 15:07:00,1.6888888888888889,7.644444444444445,-0.9555555555555556,0.7555555555555555,-4.222222222222222,0.8888888888888888,1.8,6.488888888888889,1.5333333333333334,7.7555555555555555,2.933333333333333,-11.6
2020-09-23 15:08:00,1.7777777777777777,7.866666666666666,-1.0222222222222221,0.6666666666666666,-4.355555555555555,1.0,1.7777777777777777,6.622222222222222,1.6222222222222222,7.822222222222222,3.022222222222222,-11.88888888888889
2020-09-23 15:09:00,1.8666666666666667,8.088888888888889,-1.1111111111111112,0.6,-4.511111111111111,1.1333333333333333,1.7333333333333334,6.733333333333333,1.7333333333333334,7.888888888888889,3.088888888888889,-12.155555555555555
2020-09-23 15:10:00,1.9555555555555555,8.311111111111112,-1.1777777777777778,0.5555555555555556,-4.688888888888889,1.2666666666666666,1.6888888888888889,6.8,1.8666666666666667,7.933333333333334,3.1777777777777776,-12.377777777777778
2020-09-23 15:11:00,2.088888888888889,8.511111111111111,-1.2444444444444445,0.5111111111111111,-4.866666666666666,1.4,1.6888888888888889,6.822222222222222,2.022222222222222,7.933333333333334,3.2666666666666666,-12.555555555555555
2020-09-23 15:12:00,2.2,8.755555555555556,-1.3111111111111111,0.4444444444444444,-5.044444444444444,1.5333333333333334,1.6888888888888889,6.8,2.2,7.955555555555556,3.3777777777777778,-12.733333333333333
2020-09-23 15:13:00,2.2888888888888888,9.022222222222222,-1.3555555555555556,0.35555555555555557,-5.177777777777778,1.711111111111111,1.711111111111111,6.777777777777778,2.3555555555555556,7.933333333333334,3.4444444444444446,-12.911111111111111
2020-09-23 15:14:00,2.4,9.244444444444444,-1.4,0.24444444444444444,-5.311111111111111,1.8888888888888888,1.7777777777777777,6.7555555555555555,2.5555555555555554,7.888888888888889,3.488888888888889,-13.044444444444444
2020-09-23 15:15:00,2.488888888888889,9.488888888888889,-1.4222222222222223,0.08888888888888889,-5.466666666666667,2.022222222222222,1.8222222222222222,6.7555555555555555,2.7555555555555555,7.844444444444444,3.488888888888889,-13.155555555555555
2020-09-23 15:16:00,2.6222222222222222,9.733333333333333,-1.4666666666666666,-0.044444444444444446,-5.622222222222222,2.1555555555555554,1.8888888888888888,6.777777777777778,2.911111111111111,7.8,3.488888888888889,-13.266666666666667
2020-09-23 15:17:00,2.7777777777777777,9.955555555555556,-1.488888888888889,-0.17777777777777778,-5.777777777777778,2.2666666666666666,1.9555555555555555,6.822222222222222,3.066666666666667,7.733333333333333,3.466666666666667,-13.377777777777778
2020-09-23 15:18:00,2.9555555555555557,10.2,-1.511111111111111,-0.28888888888888886,-5.911111111111111,2.4,1.9777777777777779,6.844444444444444,3.2222222222222223,7.711111111111111,3.4444444444444446,-13.533333333333333
2020-09-23 15:19:00,3.111111111111111,10.444444444444445,-1.5333333333333334,-0.4222222222222222,-6.088888888888889,2.511111111111111,2.0,6.866666666666666,3.3777777777777778,7.711111111111111,3.4444444444444446,-13.666666666666666
2020-09-23 15:20:00,3.2666666666666666,10.688888888888888,-1.5777777777777777,-0.5777777777777777,-6.311111111111111,2.577777777777778,2.0,6.933333333333334,3.577777777777778,7.711111111111111,3.466666666666667,-13.8
2020-09-23 15:21:00,3.422222222222222,10.88888888888889,-1.6222222222222222,-0.6888888888888889,-6.511111111111111,2.6222222222222222,2.022222222222222,6.977777777777778,3.7555555555555555,7.666666666666667,3.488888888888889,-13.955555555555556
2020-09-23 15:22:00,3.6,11.066666666666666,-1.6444444444444444,-0.8444444444444444,-6.733333333333333,2.6444444444444444,2.0444444444444443,7.0,3.933333333333333,7.644444444444445,3.5555555555555554,-14.11111111111111
2020-09-23 15:23:00,3.8,11.244444444444444,-1.6444444444444444,-1.0222222222222221,-6.933333333333334,2.6222222222222222,2.088888888888889,7.022222222222222,4.155555555555556,7.622222222222222,3.6666666666666665,-14.266666666666667
2020-09-23 15:24:00,4.0,11.466666666666667,-1.6666666666666667,-1.1555555555555554,-7.111111111111111,2.6,2.1333333333333333,7.066666666666666,4.377777777777778,7.555555555555555,3.7777777777777777,-14.422222222222222
2020-09-23 15:25:00,4.222222222222222,11.71111111111111,-1.6444444444444444,-1.2666666666666666,-7.311111111111111,2.6,2.1777777777777776,7.111111111111111,4.6,7.511111111111111,3.911111111111111,-14.533333333333333
2020-09-23 15:26:00,4.444444444444445,11.977777777777778,-1.6444444444444444,-1.3777777777777778,-7.488888888888889,2.577777777777778,2.2222222222222223,7.111111111111111,4.822222222222222,7.4222222222222225,4.044444444444444,-14.688888888888888
2020-09-23 15:27:00,4.688888888888889,12.2,-1.6888888888888889,-1.4666666666666666,-7.622222222222222,2.577777777777778,2.2888888888888888,7.133333333333334,5.022222222222222,7.288888888888889,4.155555555555556,-14.8
2020-09-23 15:28:00,4.955555555555556,12.377777777777778,-1.7777777777777777,-1.5777777777777777,-7.733333333333333,2.533333333333333,2.3777777777777778,7.133333333333334,5.2444444444444445,7.155555555555556,4.311111111111111,-14.88888888888889
2020-09-23 15:29:00,5.177777777777778,12.555555555555555,-1.8888888888888888,-1.6888888888888889,-7.822222222222222,2.4444444444444446,2.466666666666667,7.155555555555556,5.511111111111111,7.044444444444444,4.444444444444445,-15.022222222222222
2020-09-23 15:30:00,5.355555555555555,12.755555555555556,-2.022222222222222,-1.8,-7.955555555555556,2.3555555555555556,2.577777777777778,7.155555555555556,5.777777777777778,6.955555555555556,4.5777777777777775,-15.133333333333333
2020-09-23 15:31:00,5.488888888888889,12.933333333333334,-2.1777777777777776,-1.9111111111111112,-8.11111111111111,2.2444444444444445,2.7111111111111112,7.155555555555556,6.066666666666666,6.844444444444444,4.688888888888889,-15.244444444444444
2020-09-23 15:32:00,5.644444444444445,13.066666666666666,-2.3333333333333335,-2.066666666666667,-8.244444444444444,2.088888888888889,2.8444444444444446,7.2,6.333333333333333,6.688888888888889,4.822222222222222,-15.311111111111112
2020-09-23 15:33:00,5.822222222222222,13.2,-2.511111111111111,-2.2444444444444445,-8.333333333333334,1.9111111111111112,2.9555555555555557,7.222222222222222,6.622222222222222,6.555555555555555,4.955555555555556,-15.355555555555556
2020-09-23 15:34:00,6.0,13.333333333333334,-2.6666666666666665,-2.3777777777777778,-8.422222222222222,1.7555555555555555,3.0444444444444443,7.2444444444444445,6.933333333333334,6.444444444444445,5.088888888888889,-15.4
2020-09-23 15:35:00,6.155555555555556,13.488888888888889,-2.8222222222222224,-2.466666666666667,-8.533333333333333,1.6,3.1333333333333333,7.311111111111111,7.2444444444444445,6.311111111111111,5.2444444444444445,-15.444444444444445
2020-09-23 15:36:00,6.266666666666667,13.622222222222222,-3.022222222222222,-2.577777777777778,-8.644444444444444,1.4,3.2222222222222223,7.377777777777778,7.533333333333333,6.2,5.4,-15.533333333333333
2020-09-23 15:37:00,6.333333333333333,13.71111111111111,-3.2222222222222223,-2.688888888888889,-8.71111111111111,1.2444444444444445,3.311111111111111,7.444444444444445,7.777777777777778,6.066666666666666,5.555555555555555,-15.622222222222222
2020-09-23 15:38:00,6.4,13.8,-3.466666666666667,-2.7555555555555555,-8.8,1.1111111111111112,3.4,7.533333333333333,8.022222222222222,5.977777777777778,5.666666666666667,-15.733333333333333
2020-09-23 15:39:00,6.488888888888889,13.844444444444445,-3.688888888888889,-2.8222222222222224,-8.88888888888889,0.9777777777777777,3.533333333333333,7.622222222222222,8.266666666666667,5.911111111111111,5.733333333333333,-15.866666666666667
2020-09-23 15:40:00,6.555555555555555,13.933333333333334,-3.8666666666666667,-2.8444444444444446,-8.977777777777778,0.8444444444444444,3.6666666666666665,7.733333333333333,8.511111111111111,5.844444444444444,5.822222222222222,-15.955555555555556
2020-09-23 15:41:00,6.666666666666667,13.977777777777778,-4.0,-2.8666666666666667,-9.044444444444444,0.6666666666666666,3.8,7.8,8.733333333333333,5.8,5.888888888888889,-16.044444444444444
2020-09-23 15:42:00,6.822222222222222,14.022222222222222,-4.111111111111111,-2.8444444444444446,-9.088888888888889,0.4666666666666667,3.977777777777778,7.888888888888889,8.977777777777778,5.733333333333333,5.933333333333334,-16.155555555555555
2020-09-23 15:43:00,6.977777777777778,14.088888888888889,-4.222222222222222,-2.8222222222222224,-9.11111111111111,0.26666666666666666,4.177777777777778,8.022222222222222,9.222222222222221,5.666666666666667,5.977777777777778,-16.22222222222222
2020-09-23 15:44:00,7.133333333333334,14.177777777777777,-4.333333333333333,-2.7777777777777777,-9.133333333333333,0.044444444444444446,4.333333333333333,8.11111111111111,9.488888888888889,5.5777777777777775,6.022222222222222,-16.288888888888888
2020-09-23 15:45:00,7.266666666666667,14.244444444444444,-4.444444444444445,-2.688888888888889,-9.133333333333333,-0.2,4.488888888888889,8.244444444444444,9.8,5.533333333333333,6.088888888888889,-16.377777777777776
2020-09-23 15:46:00,7.355555555555555,14.266666666666667,-4.5777777777777775,-2.6222222222222222,-9.133333333333333,-0.4222222222222222,4.644444444444445,8.4,10.088888888888889,5.488888888888889,6.155555555555556,-16.466666666666665
2020-09-23 15:47:00,7.4222222222222225,14.28888888888889,-4.7555555555555555,-2.577777777777778,-9.11111111111111,-0.6444444444444445,4.777777777777778,8.533333333333333,10.355555555555556,5.4222222222222225,6.2444444444444445,-16.555555555555557
2020-09-23 15:48:00,7.488888888888889,14.333333333333334,-4.888888888888889,-2.511111111111111,-9.066666666666666,-0.8888888888888888,4.888888888888889,8.688888888888888,10.622222222222222,5.4,6.311111111111111,-16.622222222222224
2020-09-23 15:49:00,7.5777777777777775,14.377777777777778,-5.022222222222222,-2.488888888888889,-9.0,-1.0888888888888888,5.0,8.822222222222223,10.88888888888889,5.377777777777778,6.355555555555555,-16.666666666666668
2020-09-23 15:50:00,7.666666666666667,14.444444444444445,-5.111111111111111,-2.422222222222222,-8.88888888888889,-1.288888888888889,5.111111111111111,8.955555555555556,11.177777777777777,5.355555555555555,6.4222222222222225,-16.666666666666668
2020-09-23 15:51:00,7.777777777777778,14.511111111111111,-5.2444444444444445,-2.3777777777777778,-8.733333333333333,-1.488888888888889,5.177777777777778,9.044444444444444,11.444444444444445,5.311111111111111,6.488888888888889,-16.622222222222224
2020-09-23 15:52:00,7.866666666666666,14.6,-5.333333333333333,-2.311111111111111,-8.555555555555555,-1.711111111111111,5.222222222222222,9.088888888888889,11.688888888888888,5.288888888888889,6.5777777777777775,-16.57777777777778
2020-09-23 15:53:00,7.933333333333334,14.71111111111111,-5.4222222222222225,-2.2666666666666666,-8.422222222222222,-1.9111111111111112,5.2444444444444445,9.133333333333333,11.911111111111111,5.266666666666667,6.666666666666667,-16.555555555555557
2020-09-23 15:54:00,7.977777777777778,14.8,-5.488888888888889,-2.2222222222222223,-8.28888888888889,-2.088888888888889,5.266666666666667,9.177777777777777,12.133333333333333,5.222222222222222,6.7555555555555555,-16.555555555555557
2020-09-23 15:55:00,8.022222222222222,14.866666666666667,-5.555555555555555,-2.2222222222222223,-8.133333333333333,-2.2222222222222223,5.2444444444444445,9.222222222222221,12.355555555555556,5.222222222222222,6.8,-16.6
2020-09-23 15:56:00,8.044444444444444,14.955555555555556,-5.6,-2.2,-8.022222222222222,-2.3555555555555556,5.222222222222222,9.311111111111112,12.577777777777778,5.2444444444444445,6.8,-16.644444444444446
2020-09-23 15:57:00,8.066666666666666,15.044444444444444,-5.644444444444445,-2.1333333333333333,-7.911111111111111,-2.511111111111111,5.2,9.422222222222222,12.777777777777779,5.2444444444444445,6.777777777777778,-16.68888888888889
2020-09-23 15:58:00,8.11111111111111,15.133333333333333,-5.666666666666667,-2.0444444444444443,-7.8,-2.7111111111111112,5.155555555555556,9.511111111111111,12.955555555555556,5.2444444444444445,6.7555555555555555,-16.755555555555556
2020-09-23 15:59:00,8.177777777777777,15.266666666666667,-5.711111111111111,-1.9333333333333333,-7.688888888888889,-2.933333333333333,5.088888888888889,9.577777777777778,13.11111111111111,5.222222222222222,6.7555555555555555,-16.822222222222223
2020-09-23 16:00:00,8.28888888888889,15.355555555555556,-5.7555555555555555,-1.8,-7.5777777777777775,-3.111111111111111,5.022222222222222,9.666666666666666,13.244444444444444,5.2,6.777777777777778,-16.933333333333334
2020-09-23 16:01:00,8.355555555555556,15.466666666666667,-5.7555555555555555,-1.711111111111111,-7.466666666666667,-3.3333333333333335,4.933333333333334,9.755555555555556,13.422222222222222,5.222222222222222,6.8,-17.022222222222222
2020-09-23 16:02:00,8.4,15.555555555555555,-5.777777777777778,-1.6444444444444444,-7.4,-3.577777777777778,4.844444444444444,9.8,13.6,5.266666666666667,6.822222222222222,-17.11111111111111
2020-09-23 16:03:00,8.444444444444445,15.644444444444444,-5.8,-1.6,-7.333333333333333,-3.8444444444444446,4.8,9.866666666666667,13.755555555555556,5.266666666666667,6.844444444444444,-17.155555555555555
2020-09-23 16:04:00,8.488888888888889,15.71111111111111,-5.866666666666666,-1.5555555555555556,-7.222222222222222,-4.111111111111111,4.7555555555555555,9.933333333333334,13.933333333333334,5.2444444444444445,6.866666666666666,-17.2
2020-09-23 16:05:00,8.511111111111111,15.777777777777779,-5.888888888888889,-1.488888888888889,-7.088888888888889,-4.377777777777778,4.7555555555555555,9.977777777777778,14.088888888888889,5.222222222222222,6.844444444444444,-17.244444444444444
